ID,Category,Clause / Finding Description,Violation Type,Relevant Law / Statute,Label,Source Name,Source URL,Notes
L1_932,General Terms of Service,22.3 these terms do not and are not intended to confer any rights or remedies upon any person other than the parties . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_933,General Terms of Service,"this license is provided solely for your personal , non-commercial use and enjoyment of the fitbit service as permitted in these terms . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_934,General Terms of Service,"use , disclose or distribute any data obtained in violation of this policy ; ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_935,General Terms of Service,we will also provide you with notice of the modifications by email at least thirty ( 30 ) days before the date they become effective . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_936,General Terms of Service,"if you stay past the agreed upon checkout time without the host 's consent ( `` overstay '' ) , you no longer have a license to stay in the accommodation and the host is entitled to make you leave in a manner consistent with applicable law . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_937,General Terms of Service,"unless you and academia.edu otherwise agree , the arbitration will be conducted in the county where you reside . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_938,General Terms of Service,"persons under the age of 13 , or the equivalent minimum age in the relevant jurisdiction , are not permitted to access or use the fitbit service unless their parent has consented in accordance with applicable law . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_939,General Terms of Service,"you may be able to upload video , images or sounds . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_940,General Terms of Service,"you may not use the services for any illegal or unauthorized purpose , including in any way that violates copyright or other laws applicable in united states or otherwise applicable to you . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_941,General Terms of Service,"the fitbit service is not intended to diagnose , treat , cure , or prevent any disease . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_942,General Terms of Service,"if any provision of these terms is held to be illegal , invalid or unenforceable , in whole or in part , under any law , such provision or part thereof shall to that extent be deemed not to form part of these terms but the legality , validity and enforceability of the other provisions in these terms shall not be affected . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_943,General Terms of Service,the specific information that we extract may depend on the privacy settings you have with the sns . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_944,General Terms of Service,"other trademarks , product , and service names and company names or logos mentioned on the fitbit service are the property of their respective owners and may not be copied , imitated or used , in whole or in part , without the permission of the applicable trademark holder . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_945,General Terms of Service,"content containing commercial activities and/or sales without our prior written consent such as contests , sweepstakes , barter , advertising , and pyramid schemes ; ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_946,General Terms of Service,"netflix regularly makes changes to the service , including the content library . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_947,General Terms of Service,"• you are a small-scale independent production company , non-profit , or artist , in which case you may use the vimeo service to showcase or promote your own creative works . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_948,General Terms of Service,"send or post any unsolicited or unauthorized advertising , `` junk mail , '' `` spam , '' `` chain letters , '' `` pyramid schemes , '' or any form of solicitation unauthorized by linkedin ; ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_949,General Terms of Service,"you must be at least 21 years of age to purchase alcohol , or use any site functionality related to alcohol . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_950,General Terms of Service,we make no warranties or representations that your use of content and information posted on the products will not infringe rights of third parties . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_951,General Terms of Service,"you may not assign or delegate any rights or obligations under the terms of service or privacy policy without supercell 's prior written consent , and any unauthorized assignment and delegation by you is ineffective . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_952,General Terms of Service,"we both agree that all of these claims can only be litigated in the federal or state courts in santa clara county , california , usa , and we each agree to personal jurisdiction in those courts . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_953,General Terms of Service,your system or device must have 128-bit ssl encryption software . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_954,General Terms of Service,"director , partnerships and business development ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_955,General Terms of Service,"you agree to this electronic means of communication and you acknowledge that all contracts , notices , information and other communications that we provide to you electronically comply with any legal requirement that such communications be in writing . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_956,General Terms of Service,"any dispute arising from or in connection with this agreement shall be submitted to the china international economic and trade arbitration commission ( cietac ) for arbitration in beijing which shall be conducted in accordance with cietac 's arbitration rules in effect at the time of applying for arbitration , provided that this section shall not be construed to limit any rights which airbnb may have to apply to any court of competent jurisdiction for an order requiring you to perform or be prohibited from performing certain acts and other provisional relief permitted under china laws or any other laws that may apply to you . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_957,General Terms of Service,"you represent and warrant that : ( i ) you either are the sole and exclusive owner of all user content or you have all rights , licenses , consents and releases necessary to grant uber the license to the user content as set forth above ; and ( ii ) neither the user content nor your submission , uploading , publishing or otherwise making available of such user content nor uber 's use of the user content as permitted herein will infringe , misappropriate or violate a third party 's intellectual property or proprietary rights , or rights of publicity or privacy , or result in the violation of any applicable law or regulation . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_958,General Terms of Service,"if you have any questions about this agreement , please contact us by email : service@nintendo.de . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
