id,layer,category,text,violation_type,law_statute,label,source_name,source_url,notes,needs_human_review
L1_628,1,General Terms of Service,these terms constitute the entire agreement and understanding of the parties with respect to its subject matter and replaces and supersedes all prior or contemporaneous agreements or undertakings regarding such subject matter . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_951,1,General Terms of Service,"you may not assign or delegate any rights or obligations under the terms of service or privacy policy without supercell 's prior written consent , and any unauthorized assignment and delegation by you is ineffective . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1343,1,General Terms of Service,"effect of termination/account deletion : upon termination , all licenses granted by vimeo will terminate . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1476,1,General Terms of Service,we will confirm our acceptance of your order by sending you a communication that confirms that the order has been processed or the goods have been dispatched -- when applicable ( `` order acceptance '' ) . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_138,1,General Terms of Service,"if a party properly submits the dispute to the aaa for formal arbitration and the aaa is unwilling or unable to set a hearing date within sixty ( 60 ) days of the filing of a `` demand for arbitration , '' then either party can elect to have the arbitration administered by the judicial arbitration and mediation services inc. ( `` jams '' ) using jams ' streamlined arbitration rules and procedures , or by any other arbitration administration service that you and a legal officer of linden lab consent to in writing , except , as noted above , that in no event shall the arbitration proceed as a class or representative action . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1113,1,General Terms of Service,"unless otherwise set forth in the terms of any promotion , all pricing promotions or discounts will apply to the initial period of the subscription , and any renewals will be charged at the rate in effect at the time of renewal for the type of subscription purchased . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_153,1,General Terms of Service,"if your child is using the vimeo service and is either under 13 or does not have your permission , please contact us immediately so that we can disable his or her access . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1951,1,General Terms of Service,"you will not use or attempt to use another user 's account , username , or password without their permission . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L4_23,4,Gig Contract,Notice: Worker participation status is dynamically evaluated; ratings falling below benchmark thresholds may trigger automated service pauses. (Refer to clause 14.2),Arbitrary rating deactivation,Fair Management Principle,High-risk,RakshakAI Adversarial Rewriter (Layer 4),internal://adversarial_layer4,Disguised phrasing rewrite requiring human review,True
L1_1519,1,General Terms of Service,"netflix may , from time to time , change these terms of use . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1528,1,General Terms of Service,"needham , ma 02494 , usa ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_85,1,General Terms of Service,"crowdtangle may change these terms of service , as described above , notwithstanding any provision to the contrary in any agreement between you and crowdtangle . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_478,1,General Terms of Service,"if any of the provisions contained in these terms of service are determined to be void , invalid or otherwise unenforceable by a court of competent jurisdiction , that provision shall be enforced to the maximum extent permissible so as to effect the intent of these terms of service and such determination shall not affect the remaining provisions contained herein . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_310,1,General Terms of Service,your access to and use of the services or any content are at your own risk . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1930,1,General Terms of Service,but we ca n't guarantee it . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_868,1,General Terms of Service,"the arbitration will be conducted before a neutral single arbitrator in the county of allegheny in the commonwealth of pennsylvania , whose decision will be final and binding , and the arbitral proceedings will be governed by the american arbitration association ( `` aaa '' ) under its aaa commercial arbitration rules , consumer due process protocol , and supplementary procedures for resolution of consumer related disputes , as modified by these terms and conditions . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1773,1,General Terms of Service,"the arbitrator will decide the substance of all claims in accordance with applicable law , including recognized principles of equity , and will honor all claims of privilege recognized by law . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1812,1,General Terms of Service,changes take effect when we post them on the ebay site . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1241,1,General Terms of Service,"`` product '' means any interactive entertainment product or software provided to you by linden lab , each of which shall be further governed by an applicable product-specific policy ( each a `` product policy '' ) . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1174,1,General Terms of Service,you can learn how your information is handled when you use our services by reading the privacy policy . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1128,1,General Terms of Service,"if a payment is not successfully settled , due to expiration , insufficient funds , or otherwise , and you do not change your payment method or cancel your account , we may suspend your access to the service until we have obtained a valid payment method . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_469,1,General Terms of Service,"( v ) attempt to gain unauthorized access to any other user 's account , password or content . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_767,1,General Terms of Service,a download speed of at least 25.0 mbps per stream is recommended to receive ultra hd ( defined as a resolution of 1080p or higher ) and hdr content . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1530,1,General Terms of Service,"your use of our services is also subject to our cookie policy and our privacy policy , which covers how we collect , use , share , and store your personal information . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1118,1,General Terms of Service,judgment on the arbitration award may be entered in any court with proper jurisdiction . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1794,1,General Terms of Service,"collect or post anyone 's private information , including personally identifiable information ( whether in text , image or video form ) , identification documents , or financial information through the service . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_25,1,General Terms of Service,"you are responsible for maintaining the confidentiality of your account and password and for restricting access to your account , and you agree to accept responsibility for all activities that occur under your account or password . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
